"itnb" "S" "rS" "E" "D" "c" "r" "TPR" "FDR" "nbSNPS" "nbADA" "s" "gamma" "envADA"
72 50 50 10 "geo" 0.5 12 0 1 1000 10 "0.15_0.28_0.27_0.22_0.1_0.14_0.23_0.21_0.11_0.12" "0_0.41_0.29_0.08_0.02_0.24_0.2_0.21_0.01_0.29" "BIO1.BI18.BI18.BIO8.BIO8.BI18.BI12.ALTI.BI15.BIO4"
73 50 50 10 "geo" 0.5 13 0 1 1000 10 "0.18_0.12_0.24_0.1_0.17_0.21_0.23_0.3_0.26_0.2" "0.14_0.48_0.16_0.12_0.3_0.03_0.04_0.48_0.29_0.05" "BIO8.BI15.BI12.BIO4.ALTI.BI12.BIO4.BI12.ALTI.BI12"
74 50 50 10 "geo" 0.5 14 0 1 1000 20 "0.2_0.13_0.16_0.17_0.21_0.15_0.3_0.26_0.22_0.21_0.3_0.1_0.11_0.26_0.16_0.1_0.22_0.15_0.13_0.1" "0.35_0.27_0.06_0.39_0.12_0.39_0.46_0.4_0.28_0.48_0.47_0.12_0.33_0.35_0.43_0.09_0.14_0.45_0.33_0.31" "BI15.BIO1.BIO1.BI12.BIO4.BIO8.BIO2.BI18.BIO1.BI15.BI18.ALTI.BIO2.BIO8.ALTI.BI18.BI18.BI12.ALTI.ALTI"
75 50 50 10 "geo" 0.5 15 0 1 1000 9 "0.23_0.11_0.3_0.28_0.25_0.24_0.2_0.1_0.12" "0.37_0.13_0.34_0.3_0.13_0.42_0.23_0.06_0.27" "BI15.BIO8.BI18.ALTI.ALTI.BI12.BI15.ALTI.BI12"
76 50 50 10 "geo" 0.5 16 0 1 1000 14 "0.11_0.3_0.15_0.3_0.23_0.29_0.21_0.24_0.2_0.23_0.11_0.27_0.27_0.19" "0.25_0.35_0.28_0.13_0.16_0.01_0.49_0.29_0.37_0.08_0.22_0.4_0.49_0.46" "BIO8.ALTI.BIO1.BIO1.BI12.BIO2.BIO8.ALTI.BI12.BIO2.BIO8.ALTI.BIO2.ALTI"
77 50 50 10 "geo" 0.5 17 0 1 1000 20 "0.23_0.15_0.2_0.22_0.13_0.15_0.26_0.14_0.22_0.18_0.28_0.26_0.21_0.16_0.19_0.11_0.15_0.29_0.18_0.21" "0.07_0.27_0.14_0.17_0.08_0.35_0.12_0.47_0.41_0.25_0.21_0.38_0.12_0.05_0.18_0.33_0.08_0.18_0.04_0.2" "BIO8.BIO2.ALTI.BIO1.BIO8.BIO1.BIO8.BIO8.ALTI.BI18.BI18.BIO1.BI15.BI12.BI12.BI15.BIO8.BIO2.BI18.ALTI"
78 50 50 10 "geo" 0.5 18 0 1 1000 9 "0.1_0.1_0.1_0.22_0.11_0.16_0.11_0.29_0.26" "0.24_0.37_0.27_0.25_0.28_0.23_0.42_0.34_0.34" "BIO8.BIO8.BI15.BIO8.BI12.BIO8.BI12.BIO4.BI15"
79 50 50 10 "geo" 0.5 19 0 1 1000 14 "0.18_0.29_0.22_0.21_0.11_0.23_0.12_0.28_0.27_0.27_0.21_0.21_0.15_0.16" "0.32_0.38_0.12_0.47_0.43_0.44_0.07_0.49_0.07_0.09_0.33_0.3_0.07_0" "BI12.BIO4.BI12.BIO4.BIO8.BI15.BIO4.BIO8.ALTI.BI12.BIO1.BIO2.BIO8.BI12"
80 50 50 10 "geo" 0.5 20 0 1 1000 6 "0.23_0.26_0.12_0.13_0.17_0.18" "0.49_0.1_0.15_0.19_0.01_0.28" "BI18.BIO4.BI15.BI15.BIO8.BI12"
81 50 40 20 "ran" 0.5 1 0 1 1000 10 "0.21_0.14_0.21_0.29_0.29_0.12_0.12_0.12_0.1_0.11" "0.18_0.14_0.33_0.43_0.34_0.1_0.25_0.11_0.1_0.08" "BI18.BI15.BI12.ALTI.BI12.BIO1.ALTI.BI15.BIO1.BIO8"
82 50 40 20 "ran" 0.5 2 0 1 1000 10 "0.1_0.22_0.25_0.17_0.25_0.19_0.22_0.26_0.1_0.18" "0.07_0.33_0.3_0.41_0.09_0.02_0.11_0.27_0.18_0.3" "BIO4.BI12.ALTI.BI18.BI12.BIO8.BIO4.BIO8.BIO8.BI18"
83 50 40 20 "ran" 0.5 3 0 1 1000 17 "0.17_0.2_0.27_0.23_0.25_0.19_0.12_0.3_0.3_0.12_0.27_0.18_0.24_0.27_0.1_0.24_0.16" "0.39_0.41_0.1_0.12_0.41_0.13_0.49_0.01_0.4_0.42_0.48_0.49_0.11_0.02_0.13_0.44_0.45" "BIO2.BI12.ALTI.BI15.BIO4.ALTI.BIO8.ALTI.BIO1.BIO1.ALTI.BIO8.BI18.BIO4.BIO8.BIO4.BI15"
84 50 40 20 "ran" 0.5 4 0 1 1000 5 "0.16_0.18_0.12_0.1_0.21" "0.23_0.05_0.39_0.09_0.11" "BI18.BI15.BI12.ALTI.BI12"
85 50 40 20 "ran" 0.5 5 0 1 1000 11 "0.12_0.23_0.28_0.15_0.14_0.1_0.27_0.26_0.19_0.23_0.12" "0.44_0.33_0.41_0.37_0.17_0.45_0.22_0.4_0.48_0.04_0.18" "BIO1.BIO8.BIO4.BIO4.BIO4.BI12.BIO2.BI12.BIO1.BIO4.BIO4"
86 50 40 20 "ran" 0.5 6 0 1 1000 12 "0.26_0.23_0.12_0.26_0.22_0.18_0.11_0.18_0.12_0.25_0.28_0.11" "0.1_0.36_0.22_0.16_0.03_0.16_0.38_0.17_0.02_0.3_0.02_0.45" "BIO8.BIO1.BIO1.BI15.BIO1.ALTI.BI15.BI12.BIO2.BI15.BIO1.BIO1"
87 50 40 20 "ran" 0.5 7 0 1 1000 17 "0.29_0.26_0.28_0.12_0.3_0.11_0.12_0.25_0.24_0.3_0.19_0.2_0.23_0.19_0.29_0.15_0.17" "0.13_0.04_0.33_0.03_0.44_0.07_0.28_0.49_0_0.14_0.32_0.03_0.18_0.22_0.11_0.26_0.41" "BI18.BI15.BI12.BI12.BIO4.BIO8.BI15.BI12.BIO1.BI12.BI15.BI15.BIO1.BI12.BI15.BIO1.BIO2"
88 50 40 20 "ran" 0.5 8 0 1 1000 7 "0.21_0.3_0.3_0.28_0.18_0.17_0.2" "0.09_0.24_0.21_0.5_0.31_0.38_0.22" "BIO8.BI15.BI12.BI15.BIO1.ALTI.BI18"
89 50 40 20 "ran" 0.5 9 0 1 1000 13 "0.2_0.21_0.22_0.16_0.27_0.11_0.16_0.1_0.14_0.13_0.14_0.18_0.17" "0.4_0.4_0.2_0.13_0.47_0.28_0.25_0.44_0.38_0.47_0.11_0.25_0.32" "BI12.BIO1.BIO8.BI12.BIO4.BI15.BI18.BI12.BIO2.BIO8.BI18.BI18.BI15"
90 50 40 20 "ran" 0.5 10 0 1 1000 6 "0.22_0.29_0.21_0.2_0.16_0.21" "0.3_0.48_0.49_0.5_0.11_0.49" "ALTI.ALTI.BIO4.BIO8.BIO4.BIO8"
91 50 40 20 "ran" 0.5 11 0 1 1000 5 "0.19_0.18_0.12_0.16_0.25" "0.04_0.45_0.14_0.37_0.06" "BI15.ALTI.BIO1.BI12.BI18"
92 50 40 20 "ran" 0.5 12 0 1 1000 16 "0.25_0.15_0.27_0.14_0.2_0.18_0.26_0.24_0.11_0.14_0.21_0.19_0.18_0.22_0.19_0.3" "0.23_0.39_0.17_0.13_0.06_0.08_0.43_0.45_0.5_0.12_0.19_0.14_0.27_0.44_0.47_0" "BIO4.BIO8.BI18.ALTI.BIO8.BIO2.ALTI.BI12.BI18.ALTI.BI15.BI18.BI15.BIO1.BIO8.BI18"
93 50 40 20 "ran" 0.5 13 0 1 1000 17 "0.12_0.18_0.2_0.27_0.26_0.26_0.26_0.26_0.22_0.26_0.13_0.21_0.25_0.29_0.24_0.11_0.26" "0.22_0.34_0.31_0.35_0.41_0.36_0.42_0.14_0.1_0.14_0.09_0.02_0.43_0.25_0.05_0.26_0.08" "ALTI.BIO4.BI18.BIO1.BIO2.ALTI.BIO4.BI18.BIO8.BI15.BIO1.BI18.BIO2.BI15.BI15.BI12.BI18"
94 50 40 20 "ran" 0.5 14 0 1 1000 16 "0.13_0.25_0.13_0.14_0.1_0.1_0.24_0.12_0.29_0.17_0.26_0.25_0.18_0.3_0.27_0.27" "0.07_0.22_0.09_0.3_0.26_0.17_0.35_0.2_0.18_0.11_0.15_0.03_0.26_0.05_0.01_0.04" "BIO8.BIO2.BIO2.BI18.BIO1.BIO4.BI12.BIO1.BIO4.BIO2.BIO1.BIO1.BI15.BIO4.ALTI.BI15"
95 50 40 20 "ran" 0.5 15 0 1 1000 7 "0.21_0.11_0.23_0.3_0.26_0.22_0.14" "0.32_0.17_0.19_0.08_0.42_0.35_0.02" "ALTI.ALTI.BIO8.BIO8.BI12.BIO1.BIO8"
96 50 40 20 "ran" 0.5 16 0 1 1000 17 "0.23_0.17_0.2_0.17_0.24_0.17_0.21_0.28_0.2_0.23_0.2_0.18_0.2_0.17_0.21_0.25_0.26" "0.5_0.27_0.03_0.09_0.07_0.15_0.16_0.03_0_0.1_0.04_0.1_0.3_0.41_0.36_0.47_0.25" "BIO1.ALTI.BI12.ALTI.ALTI.BI12.BIO1.BIO8.ALTI.ALTI.BIO4.BIO4.BI15.BI18.BIO8.BIO2.ALTI"
97 50 40 20 "ran" 0.5 17 0 1 1000 17 "0.22_0.19_0.12_0.24_0.16_0.2_0.1_0.22_0.15_0.18_0.2_0.2_0.17_0.19_0.16_0.26_0.13" "0.01_0.46_0.37_0.41_0.34_0.27_0.39_0.28_0.33_0.41_0.22_0.21_0.31_0.47_0.42_0.01_0.43" "ALTI.BI15.BI18.BIO4.BIO1.BI15.BI15.BIO2.BI18.BIO8.BIO4.ALTI.BI15.BIO8.BI15.BIO1.ALTI"
98 50 40 20 "ran" 0.5 18 0 1 1000 5 "0.1_0.2_0.3_0.26_0.14" "0.45_0.48_0.17_0.48_0.02" "BIO2.BIO2.BI18.BI15.BI18"
99 50 40 20 "ran" 0.5 19 0 1 1000 14 "0.1_0.21_0.27_0.25_0.27_0.11_0.17_0.2_0.1_0.13_0.22_0.19_0.26_0.18" "0.07_0.09_0.17_0.15_0.13_0.23_0.44_0.11_0.47_0.5_0.29_0.33_0.4_0.08" "BIO4.BI18.BIO8.BIO4.BIO4.ALTI.BI15.BIO4.BIO8.BIO1.BI18.ALTI.BI18.BI12"
100 50 40 20 "ran" 0.5 20 0 1 1000 16 "0.21_0.29_0.17_0.14_0.17_0.12_0.15_0.24_0.12_0.19_0.22_0.23_0.2_0.15_0.21_0.28" "0.05_0.43_0.27_0.33_0.4_0_0.33_0.37_0.12_0.29_0.23_0.24_0.28_0.19_0.37_0.49" "BI18.BI15.BIO4.BIO4.BIO8.BI12.BIO1.BI18.BIO2.ALTI.BI12.ALTI.BIO1.BIO2.BIO2.BI12"
101 50 40 20 "geo" 0.5 1 0 1 1000 16 "0.27_0.12_0.25_0.28_0.29_0.3_0.28_0.15_0.1_0.18_0.13_0.22_0.25_0.19_0.16_0.26" "0.4_0.11_0.24_0.31_0.31_0.2_0.41_0.24_0.11_0.42_0_0.06_0.07_0.42_0.33_0.02" "BI12.ALTI.BIO4.BI15.BIO8.BIO1.BIO4.ALTI.BI18.BI18.BI15.BIO2.BIO1.BIO8.BI15.BIO4"
102 50 40 20 "geo" 0.5 2 0 1 1000 7 "0.17_0.22_0.11_0.16_0.28_0.22_0.11" "0.01_0.21_0.19_0.17_0.19_0.34_0.08" "BI12.BIO4.BIO1.ALTI.BIO2.BI12.BI15"
103 50 40 20 "geo" 0.5 3 0 1 1000 7 "0.25_0.17_0.15_0.12_0.28_0.19_0.24" "0.19_0.04_0.48_0.21_0.12_0.26_0.11" "BIO1.BIO4.BI15.BIO4.BIO4.BI15.ALTI"
104 50 40 20 "geo" 0.5 4 0 1 1000 6 "0.2_0.21_0.23_0.25_0.24_0.23" "0.15_0_0.41_0.25_0.26_0.17" "BIO4.BI15.BIO2.BI12.BI12.BI12"
105 50 40 20 "geo" 0.5 5 0 1 1000 17 "0.26_0.27_0.22_0.21_0.18_0.1_0.17_0.14_0.24_0.23_0.26_0.25_0.2_0.21_0.23_0.13_0.1" "0.02_0.46_0.32_0.17_0.41_0.3_0.18_0.33_0.31_0.43_0.09_0.27_0.47_0.04_0.43_0.07_0.09" "BI18.BI15.BI18.BIO1.BIO1.BI12.BI18.BIO1.ALTI.BI12.BIO1.BIO8.BIO1.BIO1.ALTI.BIO1.BI18"
106 50 40 20 "geo" 0.5 6 0 1 1000 19 "0.11_0.16_0.29_0.22_0.3_0.13_0.2_0.19_0.1_0.1_0.13_0.15_0.19_0.21_0.21_0.11_0.16_0.19_0.16" "0.33_0.02_0.29_0.21_0.15_0.42_0.17_0.32_0.41_0_0.33_0.26_0.21_0.17_0.22_0.43_0.3_0.09_0.27" "BIO4.BI12.BIO2.BIO2.BIO2.BIO1.ALTI.BI18.BI18.BIO8.BIO8.BI18.BI15.BI18.BI15.BIO1.BIO2.BI18.BIO8"
107 50 40 20 "geo" 0.5 7 0 1 1000 16 "0.18_0.26_0.25_0.12_0.25_0.28_0.13_0.26_0.26_0.18_0.27_0.25_0.26_0.14_0.24_0.16" "0.07_0.05_0.21_0.06_0.05_0.35_0.04_0.5_0.31_0.1_0.34_0.42_0_0.12_0.06_0.48" "ALTI.BI12.BIO4.BIO1.BIO1.BI18.BI12.ALTI.BIO2.BI18.BIO8.ALTI.BI12.BIO4.BI12.ALTI"
108 50 40 20 "geo" 0.5 8 0 1 1000 17 "0.3_0.1_0.1_0.12_0.29_0.15_0.15_0.22_0.2_0.22_0.24_0.25_0.29_0.18_0.22_0.1_0.2" "0.16_0.5_0.26_0.37_0.02_0.49_0.2_0.17_0.44_0.01_0.11_0.4_0.08_0.29_0.37_0.06_0.12" "BIO1.ALTI.BI15.ALTI.BIO1.BI12.BI12.BI18.BIO1.BI18.BIO2.BIO8.BI15.BI15.ALTI.BI18.BI12"
109 50 40 20 "geo" 0.5 9 0 1 1000 17 "0.25_0.18_0.23_0.14_0.19_0.29_0.24_0.24_0.18_0.27_0.24_0.23_0.18_0.14_0.11_0.2_0.29" "0.41_0.47_0.29_0.5_0.21_0.41_0.16_0.5_0.39_0.18_0.45_0.07_0.11_0.21_0.17_0.18_0.38" "BIO4.BIO1.BIO4.BIO8.BI15.BI15.BIO8.BIO4.BIO4.ALTI.BIO2.BIO1.BIO1.BIO8.ALTI.BI15.BI18"
110 50 40 20 "geo" 0.5 10 0 1 1000 8 "0.27_0.19_0.24_0.25_0.1_0.16_0.21_0.3" "0.5_0.27_0.15_0.01_0.49_0.43_0.38_0.4" "ALTI.BI12.BIO2.BI18.BIO2.BIO2.BI15.BI18"
111 50 40 20 "geo" 0.5 11 0 1 1000 12 "0.23_0.24_0.18_0.15_0.13_0.1_0.28_0.2_0.16_0.24_0.18_0.26" "0.11_0.05_0.46_0.05_0.25_0.14_0.49_0.45_0.29_0.39_0.17_0.31" "BIO4.BI12.BI15.BI15.BIO2.BIO4.BI12.BIO8.BIO8.BIO4.BIO8.BIO2"
112 50 40 20 "geo" 0.5 12 0 1 1000 9 "0.25_0.17_0.21_0.17_0.17_0.21_0.1_0.19_0.12" "0.48_0.5_0.39_0_0.17_0.48_0.34_0.06_0" "ALTI.ALTI.BI15.BIO2.ALTI.BIO2.ALTI.BI12.BIO4"
113 50 40 20 "geo" 0.5 13 0 1 1000 9 "0.1_0.17_0.26_0.13_0.29_0.28_0.11_0.29_0.29" "0.06_0.2_0.32_0.03_0.45_0.44_0.12_0.17_0.19" "BI12.ALTI.BIO1.BIO1.ALTI.BIO2.BIO2.BIO2.BIO4"
114 50 40 20 "geo" 0.5 14 0 1 1000 11 "0.21_0.23_0.29_0.1_0.27_0.17_0.14_0.15_0.15_0.24_0.1" "0.08_0.36_0.09_0.39_0.46_0.05_0.25_0.12_0.26_0.13_0.3" "BIO4.BI12.BIO8.BIO4.BI18.BIO8.BIO8.BIO8.BI18.BI12.BIO2"
115 50 40 20 "geo" 0.5 15 0 1 1000 6 "0.12_0.11_0.11_0.25_0.25_0.28" "0.31_0.1_0.25_0.35_0.38_0.09" "BI15.BI18.BI12.ALTI.BIO2.BIO8"
116 50 40 20 "geo" 0.5 16 0 1 1000 11 "0.1_0.13_0.28_0.12_0.12_0.13_0.15_0.12_0.21_0.14_0.23" "0.3_0.3_0.01_0.24_0.03_0.46_0.37_0.46_0.46_0.01_0.29" "BIO8.BI12.BI18.BIO2.BI18.BI15.BI12.BIO8.BIO2.BIO1.BIO2"
117 50 40 20 "geo" 0.5 17 0 1 1000 9 "0.21_0.15_0.22_0.23_0.27_0.22_0.23_0.17_0.22" "0.06_0.02_0.02_0.47_0.29_0.07_0.05_0.18_0.24" "BIO4.BIO8.BIO2.BI12.BIO1.BI15.ALTI.BI12.BI18"
118 50 40 20 "geo" 0.5 18 0 1 1000 6 "0.29_0.26_0.14_0.1_0.23_0.21" "0.27_0.38_0.32_0.04_0.24_0.41" "BIO8.BIO4.BI12.BIO2.BIO1.BI18"
119 50 40 20 "geo" 0.5 19 0 1 1000 16 "0.3_0.23_0.27_0.23_0.22_0.1_0.13_0.3_0.12_0.27_0.16_0.29_0.26_0.13_0.29_0.29" "0.39_0.43_0.27_0.45_0.2_0.27_0.32_0.28_0.3_0.44_0.43_0.04_0.47_0.06_0.15_0.11" "BI12.BIO2.BI15.BI18.ALTI.BI18.ALTI.BIO4.BI18.BIO8.BI12.BIO4.BIO1.BI15.BI18.BIO4"
120 50 40 20 "geo" 0.5 20 0 1 1000 8 "0.15_0.1_0.17_0.2_0.24_0.1_0.29_0.19" "0_0.39_0.04_0.01_0.24_0.24_0.38_0.01" "BI12.BI18.BIO2.ALTI.ALTI.BIO2.BIO2.ALTI"
121 50 40 40 "ran" 0.5 1 0 1 1000 5 "0.13_0.2_0.25_0.15_0.13" "0.29_0.47_0.28_0.22_0.38" "BI12.BI18.ALTI.BIO1.BIO4"
122 50 40 40 "ran" 0.5 2 0 1 1000 16 "0.28_0.3_0.21_0.28_0.23_0.3_0.16_0.24_0.27_0.21_0.1_0.18_0.22_0.18_0.13_0.22" "0.41_0.01_0.43_0.28_0.06_0.14_0.09_0.03_0.19_0.28_0.5_0.25_0.21_0.31_0.1_0.27" "BI12.BIO1.BIO2.BIO2.BIO4.BI18.BI12.BIO2.BIO1.BIO8.BIO2.BI18.BI18.BI15.BI12.BIO8"
123 50 40 40 "ran" 0.5 3 0 1 1000 10 "0.22_0.23_0.21_0.23_0.18_0.12_0.24_0.29_0.2_0.19" "0.18_0.12_0.39_0.45_0.17_0.32_0.01_0.23_0.11_0.26" "BI15.BIO4.BIO4.BIO4.BIO4.BIO4.BIO8.ALTI.BIO1.BI18"
124 50 40 40 "ran" 0.5 4 0 1 1000 15 "0.22_0.29_0.3_0.26_0.22_0.29_0.25_0.23_0.3_0.1_0.11_0.2_0.26_0.15_0.21" "0.46_0.12_0.09_0.45_0.43_0.37_0.32_0.01_0_0.32_0.17_0.46_0.39_0.47_0.1" "BI18.BI15.BIO1.BIO1.BI15.ALTI.BI18.BIO1.BIO8.BIO2.BIO2.BIO8.BIO1.BIO8.BIO1"
125 50 40 40 "ran" 0.5 5 0 1 1000 6 "0.13_0.27_0.16_0.15_0.13_0.15" "0.04_0.33_0.18_0.04_0.47_0.1" "BIO2.BI12.BI12.ALTI.BIO8.BI12"
126 50 40 40 "ran" 0.5 6 0 1 1000 10 "0.26_0.29_0.17_0.27_0.12_0.24_0.19_0.13_0.13_0.11" "0.36_0.11_0.19_0.42_0.13_0.33_0.33_0.15_0.42_0.39" "ALTI.BI15.BIO4.BIO1.BI12.BIO4.BIO4.BI15.BI15.BI15"
127 50 40 40 "ran" 0.5 7 0 1 1000 14 "0.3_0.13_0.26_0.21_0.19_0.3_0.14_0.18_0.3_0.12_0.22_0.3_0.11_0.26" "0.23_0.15_0.15_0.05_0.47_0.47_0.1_0.2_0.25_0.43_0.01_0.25_0.23_0.24" "BI18.BI18.BI12.BIO4.BIO1.BIO1.BIO4.BIO1.ALTI.BIO8.BIO8.ALTI.BI18.BIO4"
128 50 40 40 "ran" 0.5 8 0 1 1000 19 "0.24_0.17_0.29_0.17_0.12_0.21_0.14_0.27_0.1_0.14_0.27_0.18_0.21_0.26_0.12_0.12_0.15_0.27_0.22" "0.1_0.37_0.41_0.31_0.2_0.07_0.27_0.23_0.35_0.05_0.42_0.1_0.43_0.48_0.23_0.2_0.03_0.07_0.04" "BIO4.ALTI.BIO4.ALTI.BI18.BIO2.BIO2.BIO1.BI15.ALTI.BI15.BI15.ALTI.BIO8.BI12.BIO4.BI18.ALTI.BIO8"
129 50 40 40 "ran" 0.5 9 0 1 1000 13 "0.13_0.21_0.12_0.21_0.25_0.12_0.23_0.29_0.26_0.1_0.19_0.12_0.11" "0.44_0.5_0.43_0.26_0.23_0.38_0.14_0.5_0.36_0.21_0.01_0.18_0.34" "BIO2.BI12.BI15.BI15.BI12.BIO4.BIO1.BI12.BI12.BI18.BIO1.ALTI.BIO4"
130 50 40 40 "ran" 0.5 10 0 1 1000 14 "0.21_0.26_0.16_0.25_0.29_0.14_0.26_0.18_0.19_0.19_0.28_0.13_0.22_0.14" "0.31_0.28_0.4_0.29_0.26_0.23_0.37_0.19_0.24_0.2_0.46_0.2_0.03_0.47" "BIO1.BIO4.BI12.ALTI.BIO4.BI18.BIO1.BIO8.BI15.BI18.BIO2.BIO1.ALTI.BIO4"
131 50 40 40 "ran" 0.5 11 0 1 1000 16 "0.25_0.3_0.23_0.16_0.17_0.1_0.29_0.24_0.27_0.1_0.12_0.2_0.16_0.29_0.23_0.18" "0.21_0.31_0.18_0.44_0.22_0.34_0.35_0.34_0.3_0.08_0.16_0.26_0.33_0.01_0.25_0.07" "BI15.BI15.BI18.BI12.BI15.BIO2.BIO1.BIO8.BIO4.BI15.BIO1.BI12.BIO4.BIO4.BI15.BI12"
132 50 40 40 "ran" 0.5 12 0 1 1000 17 "0.1_0.17_0.23_0.22_0.19_0.24_0.19_0.1_0.21_0.17_0.16_0.28_0.15_0.26_0.1_0.12_0.22" "0.06_0.02_0.22_0.05_0.03_0.04_0.12_0.25_0.36_0.47_0.18_0.2_0.32_0.43_0.1_0_0.15" "BIO4.BIO8.BIO1.BI15.BIO8.BIO8.BI18.BI18.BIO1.BIO2.ALTI.BI12.ALTI.BI18.BIO1.BIO2.BIO8"
133 50 40 40 "ran" 0.5 13 0 1 1000 9 "0.25_0.15_0.1_0.2_0.24_0.12_0.2_0.29_0.28" "0.1_0.14_0.25_0_0.11_0.11_0.21_0.41_0.27" "BIO1.BIO1.BIO8.BI12.BIO2.BI18.ALTI.BIO1.BIO4"
134 50 40 40 "ran" 0.5 14 0 1 1000 13 "0.17_0.19_0.14_0.24_0.24_0.1_0.28_0.25_0.24_0.16_0.25_0.29_0.13" "0.21_0.18_0.01_0.05_0.09_0.31_0.25_0.45_0.33_0.24_0.18_0.36_0.34" "BIO2.BI18.BIO4.BI12.BIO4.BIO1.BI18.BIO4.BIO4.BI18.BIO1.BI15.BIO2"
135 50 40 40 "ran" 0.5 15 0 1 1000 10 "0.29_0.29_0.14_0.2_0.1_0.16_0.19_0.1_0.19_0.18" "0.16_0.27_0.15_0.48_0.05_0.15_0.34_0.06_0.27_0.19" "BIO8.BIO2.BIO4.BIO8.BIO8.BIO4.BIO4.BI15.BIO8.BIO2"
136 50 40 40 "ran" 0.5 16 0 1 1000 9 "0.16_0.3_0.24_0.19_0.23_0.13_0.13_0.29_0.11" "0.43_0.13_0_0.34_0.36_0.25_0.19_0.23_0.27" "BI12.BI15.BIO4.ALTI.BI15.BI18.BIO1.BIO4.ALTI"
137 50 40 40 "ran" 0.5 17 0 1 1000 17 "0.27_0.27_0.24_0.28_0.15_0.1_0.12_0.1_0.19_0.2_0.24_0.1_0.18_0.21_0.2_0.16_0.23" "0.42_0.08_0.25_0.45_0.33_0.14_0.15_0.09_0.04_0.05_0.33_0.05_0.36_0.11_0.06_0.25_0.15" "BIO2.BIO2.BIO1.BI18.BIO8.BIO1.BIO1.BI15.BIO4.BI15.BIO1.BIO8.BIO2.ALTI.BIO1.ALTI.BIO2"
138 50 40 40 "ran" 0.5 18 0 1 1000 5 "0.19_0.2_0.3_0.27_0.16" "0.32_0.04_0.17_0_0.2" "BIO2.BIO2.BIO1.ALTI.BIO1"
139 50 40 40 "ran" 0.5 19 0 1 1000 6 "0.15_0.2_0.22_0.18_0.23_0.13" "0.16_0.03_0.14_0.22_0.2_0.08" "BIO8.BIO1.BI15.BIO4.BIO1.BIO1"
140 50 40 40 "ran" 0.5 20 0 1 1000 5 "0.17_0.21_0.22_0.25_0.19" "0.24_0.32_0.26_0.28_0" "BIO2.BI18.BIO1.ALTI.BIO2"
141 50 40 40 "geo" 0.5 1 0 1 1000 16 "0.22_0.24_0.28_0.27_0.21_0.14_0.21_0.21_0.29_0.14_0.16_0.21_0.24_0.2_0.16_0.3" "0.33_0.44_0.02_0.36_0.07_0.26_0.32_0.24_0.11_0.48_0.07_0.46_0.33_0.14_0.27_0.26" "BI12.BIO1.BI15.BI18.BIO1.BIO4.BIO4.BIO1.BIO1.ALTI.BI12.BIO4.BIO2.BIO2.BI18.BI12"
142 50 40 40 "geo" 0.5 2 0 1 1000 9 "0.21_0.1_0.23_0.16_0.12_0.12_0.17_0.28_0.28" "0.45_0.18_0.14_0.04_0.01_0.38_0.08_0.16_0.02" "BIO4.BIO8.ALTI.BI15.BIO2.BIO2.BIO2.ALTI.BI15"
143 50 40 40 "geo" 0.5 3 0 1 1000 8 "0.18_0.3_0.11_0.29_0.22_0.1_0.11_0.1" "0.5_0.03_0.5_0.22_0.11_0.27_0.09_0.02" "BI15.BI18.BIO8.BI18.BIO4.BIO8.ALTI.BI12"
144 50 40 40 "geo" 0.5 4 0 1 1000 10 "0.24_0.1_0.24_0.3_0.29_0.26_0.11_0.14_0.17_0.24" "0.21_0.28_0.44_0.45_0.34_0.39_0.39_0.36_0.15_0.11" "BIO2.BIO1.BI15.BIO4.BI18.BI12.BI12.ALTI.BIO8.BI18"
145 50 40 40 "geo" 0.5 5 0 1 1000 16 "0.28_0.25_0.29_0.13_0.26_0.26_0.13_0.22_0.27_0.16_0.3_0.23_0.11_0.26_0.16_0.13" "0.46_0.07_0.42_0.09_0.48_0.21_0.11_0.44_0_0.15_0.17_0.2_0.37_0.06_0.26_0.08" "BIO4.BIO2.BI12.BI18.BIO8.BI18.BIO1.BI18.ALTI.BIO4.BIO2.BIO2.BI18.BI12.BIO1.BI12"
146 50 40 40 "geo" 0.5 6 0 1 1000 11 "0.18_0.28_0.16_0.1_0.18_0.3_0.26_0.14_0.21_0.27_0.1" "0.41_0.36_0.09_0_0.16_0.15_0.15_0.08_0.45_0.37_0.14" "BIO4.BI18.ALTI.BI18.BIO1.BI15.BIO2.BI18.BIO4.ALTI.BIO2"
147 50 40 40 "geo" 0.5 7 0 1 1000 5 "0.13_0.27_0.21_0.13_0.2" "0.31_0.03_0.39_0.26_0.21" "BIO8.ALTI.BIO8.BI12.BIO8"
148 50 40 40 "geo" 0.5 8 0 1 1000 17 "0.15_0.2_0.24_0.26_0.27_0.25_0.13_0.17_0.14_0.29_0.13_0.13_0.1_0.19_0.11_0.26_0.27" "0.48_0.05_0.12_0.27_0.38_0.06_0.43_0.1_0.43_0.19_0.41_0.42_0.33_0.27_0.09_0.33_0.27" "BI12.BIO2.BIO8.BIO4.BI18.BIO1.BIO4.BIO4.BIO8.BIO2.BIO1.BIO1.BI12.BI15.BI12.BI12.BIO1"
149 50 40 40 "geo" 0.5 9 0 1 1000 5 "0.17_0.25_0.11_0.24_0.13" "0.08_0.3_0.2_0.49_0.31" "BIO8.BI12.BIO4.BIO1.BIO2"
